team,score,walksissued,stolenbases,strikeoutsthrown,totalbases,date,opponent,opponent_score,home
BAL,4,1,0,9,10,2019-09-07,TEX,9,1
CHW,7,9,1,9,14,2019-09-07,LAA,8,1
MIL,3,5,3,12,11,2019-09-07,CHC,2,1
MIN,5,2,0,15,17,2019-09-07,CLE,3,1
NYM,0,0,1,11,7,2019-09-07,PHI,5,1
HOU,2,1,0,10,11,2019-09-07,SEA,1,1
ATL,5,5,1,10,18,2019-09-07,WSH,4,1
SD,3,5,1,11,12,2019-09-08,COL,0,1
OAK,10,1,0,19,24,2019-09-08,DET,2,1
LAD,0,8,0,11,4,2019-09-08,SF,1,1
BAL,4,5,0,8,11,2019-09-08,TEX,10,1
NYM,7,4,0,10,21,2019-09-08,PHI,10,1
TB,8,2,0,10,22,2019-09-08,TOR,3,1
CIN,4,6,0,6,19,2019-09-08,ARI,3,1
MIA,9,2,0,8,18,2019-09-08,KC,0,1
ATL,4,2,0,12,15,2019-09-08,WSH,9,1
PIT,0,4,0,4,7,2019-09-08,STL,2,1
CHW,5,6,0,8,19,2019-09-08,LAA,1,1
MIL,8,2,0,11,18,2019-09-08,CHC,5,1
HOU,21,0,0,17,39,2019-09-08,SEA,1,1
MIN,2,4,0,10,10,2019-09-08,CLE,5,1
OAK,3,3,1,13,9,2019-09-08,DET,1,1
SD,2,2,1,11,9,2019-09-08,COL,1,1
LAD,5,1,0,11,12,2019-09-08,SF,0,1
BOS,5,2,0,5,17,2019-09-09,NYY,10,1
PHI,2,6,0,9,11,2019-09-09,ATL,7,1
NYM,3,1,0,15,17,2019-09-09,ARI,1,1
BOS,0,3,0,12,8,2019-09-09,NYY,5,1
MIA,3,7,2,9,11,2019-09-09,MIL,8,1
HOU,15,1,0,10,40,2019-09-10,OAK,0,1
SF,4,3,2,5,11,2019-09-10,PIT,6,1
LAA,2,5,0,9,13,2019-09-10,CLE,6,1
SD,2,3,0,10,9,2019-09-10,CHC,10,1
DET,12,2,0,9,20,2019-09-10,NYY,11,1
PHI,6,3,0,12,25,2019-09-10,ATL,5,1
BAL,3,4,0,8,10,2019-09-10,LAD,7,1
TOR,4,4,1,6,19,2019-09-10,BOS,3,1
NYM,3,3,0,8,9,2019-09-10,ARI,2,1
MIA,3,2,0,8,14,2019-09-10,MIL,4,1
MIN,5,1,0,6,12,2019-09-10,WSH,0,1
TEX,3,3,4,13,9,2019-09-11,TB,5,1
CHW,7,2,0,7,20,2019-09-11,KC,3,1
HOU,7,4,0,7,26,2019-09-11,OAK,21,1
COL,2,1,0,8,10,2019-09-11,STL,1,1
SF,5,3,0,7,14,2019-09-11,PIT,4,1
LAA,0,6,0,6,6,2019-09-11,CLE,8,1
SD,9,5,0,12,16,2019-09-11,CHC,8,1
SEA,4,5,1,6,13,2019-09-11,CIN,3,1
PHI,1,6,1,10,5,2019-09-11,ATL,3,1
BAL,7,2,0,8,18,2019-09-11,LAD,3,1
TOR,8,1,1,9,19,2019-09-11,BOS,0,1
NYM,9,4,2,9,30,2019-09-11,ARI,0,1
MIA,5,6,2,9,16,2019-09-11,MIL,7,1
MIN,2,3,0,8,12,2019-09-11,WSH,6,1
TEX,10,8,0,6,15,2019-09-12,TB,9,1
LAA,3,3,1,4,15,2019-09-12,CLE,4,1
CHW,6,2,0,9,15,2019-09-12,KC,8,1
HOU,3,3,0,16,15,2019-09-12,OAK,5,1
COL,2,4,0,7,11,2019-09-12,STL,1,1
SF,3,4,0,11,3,2019-09-12,PIT,6,1
SD,4,1,2,12,10,2019-09-12,CHC,0,1
SEA,5,4,2,12,8,2019-09-12,CIN,3,1
NYM,11,5,0,7,29,2019-09-12,ARI,1,1
DET,4,7,0,8,22,2019-09-12,NYY,10,1
MIA,2,2,1,6,9,2019-09-12,MIL,3,1
CHW,3,2,0,15,12,2019-09-12,KC,6,1
COL,3,7,0,11,17,2019-09-12,STL,10,1
SD,1,2,0,11,8,2019-09-12,CHC,4,1
SF,2,1,0,4,13,2019-09-12,PIT,4,1
DET,4,4,0,13,10,2019-09-12,NYY,6,1
TOR,4,2,0,8,11,2019-09-12,BOS,7,1
PHI,9,4,2,12,26,2019-09-12,ATL,5,1
BAL,2,2,0,8,5,2019-09-12,LAD,4,1
MIN,6,6,0,9,20,2019-09-12,WSH,12,1
TEX,6,5,1,5,19,2019-09-13,TB,4,1
HOU,2,2,1,17,10,2019-09-13,OAK,3,1
SEA,5,7,0,9,23,2019-09-13,CIN,11,1
CHC,17,2,0,9,34,2019-09-13,PIT,8,1
WSH,0,5,0,11,6,2019-09-13,ATL,5,1
TOR,6,5,0,8,21,2019-09-13,NYY,5,1
DET,2,5,0,5,12,2019-09-13,BAL,6,1
NYM,2,3,0,6,8,2019-09-13,LAD,9,1
TEX,9,6,1,7,14,2019-09-14,OAK,14,1
KC,1,8,1,9,7,2019-09-14,HOU,4,1
STL,10,5,2,8,16,2019-09-14,MIL,0,1
COL,10,8,0,8,32,2019-09-14,SD,8,1
ARI,3,1,1,8,9,2019-09-14,CIN,4,1
LAA,4,2,0,9,16,2019-09-14,TB,11,1
SEA,7,3,2,8,13,2019-09-14,CHW,9,1
SF,1,1,0,9,12,2019-09-14,MIA,0,1
CLE,0,1,0,11,5,2019-09-14,MIN,2,1
CHC,14,1,0,6,28,2019-09-14,PIT,1,1
TOR,3,4,0,6,12,2019-09-14,NYY,13,1
WSH,1,7,0,9,9,2019-09-14,ATL,10,1
DET,8,3,1,12,24,2019-09-14,BAL,4,1
PHI,1,5,1,10,6,2019-09-14,BOS,2,1
NYM,3,0,0,12,4,2019-09-14,LAD,0,1
CLE,5,3,0,11,16,2019-09-14,MIN,9,1
KC,1,8,0,6,10,2019-09-14,HOU,6,1
STL,2,4,1,17,11,2019-09-14,MIL,5,1
TEX,6,3,2,7,18,2019-09-15,OAK,8,1
ARI,1,2,0,7,2,2019-09-15,CIN,0,1
COL,11,7,0,4,20,2019-09-15,SD,10,1
SF,2,0,0,4,12,2019-09-15,MIA,4,1
LAA,1,4,0,6,8,2019-09-15,TB,3,1
SEA,2,1,1,10,12,2019-09-15,CHW,1,1
PHI,3,2,0,10,10,2019-09-15,BOS,6,1
TOR,6,4,0,10,17,2019-09-15,NYY,4,1
DET,2,5,0,8,14,2019-09-15,BAL,8,1
CLE,7,2,1,9,14,2019-09-15,MIN,5,1
WSH,7,1,0,5,14,2019-09-15,ATL,0,1
KC,3,5,0,8,16,2019-09-15,HOU,12,1
STL,6,3,0,6,17,2019-09-15,MIL,7,1
CHC,16,2,0,6,40,2019-09-15,PIT,6,1
TEX,1,6,0,15,6,2019-09-15,OAK,6,1
COL,10,7,2,8,23,2019-09-15,SD,5,1
SF,2,3,0,5,10,2019-09-15,MIA,1,1
LAA,6,2,2,9,16,2019-09-15,TB,4,1
ARI,1,3,0,7,4,2019-09-15,CIN,3,1
SEA,11,1,0,15,21,2019-09-15,CHW,10,1
NYM,2,2,0,13,5,2019-09-15,LAD,3,1
DET,5,1,0,9,13,2019-09-16,BAL,2,1
MIL,5,3,0,11,16,2019-09-16,SD,1,1
MIN,5,2,0,10,13,2019-09-16,CHW,3,1
STL,4,2,4,1,9,2019-09-16,WSH,2,1
CHC,8,7,0,9,15,2019-09-17,CIN,2,1
COL,9,3,0,9,20,2019-09-17,NYM,4,1
ARI,7,5,1,8,14,2019-09-17,MIA,5,1
OAK,5,2,1,15,18,2019-09-17,KC,6,1
NYY,8,4,0,13,15,2019-09-17,LAA,0,1
PIT,0,5,0,11,9,2019-09-17,SEA,6,1
BAL,5,3,0,12,17,2019-09-17,TOR,8,1
CLE,7,4,0,8,23,2019-09-17,DET,2,1
BOS,6,7,1,19,21,2019-09-17,SF,7,1
ATL,4,1,1,5,17,2019-09-17,PHI,5,1
MIL,3,2,0,15,11,2019-09-17,SD,1,1
MIN,9,2,0,14,24,2019-09-17,CHW,8,1
STL,2,4,1,7,8,2019-09-17,WSH,6,1
CHC,2,2,0,15,8,2019-09-18,CIN,4,1
HOU,4,2,0,12,18,2019-09-18,TEX,1,1
COL,1,3,0,4,10,2019-09-18,NYM,6,1
ARI,6,7,0,9,22,2019-09-18,MIA,12,1
OAK,2,0,0,8,8,2019-09-18,KC,1,1
LAD,7,3,1,11,10,2019-09-18,TB,5,1
STL,5,2,1,3,16,2019-09-18,WSH,1,1
COL,4,6,5,4,17,2019-09-18,NYM,7,1
OAK,1,3,1,19,7,2019-09-18,KC,0,1
ARI,5,0,0,5,18,2019-09-18,MIA,4,1
NYY,2,5,0,14,11,2019-09-18,LAA,3,1
PIT,1,4,0,10,9,2019-09-18,SEA,4,1
BAL,10,9,1,13,29,2019-09-18,TOR,11,1
CLE,2,1,0,7,9,2019-09-18,DET,1,1
BOS,3,2,0,13,12,2019-09-18,SF,11,1
ATL,1,3,0,12,5,2019-09-18,PHI,4,1
MIL,1,1,0,10,6,2019-09-18,SD,2,1
MIN,1,1,0,14,4,2019-09-18,CHW,3,1
CHC,2,6,0,11,10,2019-09-19,CIN,3,1
LAD,7,4,1,13,17,2019-09-19,TB,8,1
HOU,3,2,0,11,12,2019-09-19,TEX,2,1
ATL,5,0,0,9,15,2019-09-19,PHI,4,1
PIT,5,5,0,12,15,2019-09-19,SEA,6,1
BOS,5,6,0,17,13,2019-09-19,SF,4,1
MIL,5,4,0,16,13,2019-09-19,SD,1,1
NYY,9,0,1,8,21,2019-09-19,LAA,1,1
BAL,4,3,0,6,13,2019-09-19,TOR,8,1
CLE,7,1,2,9,18,2019-09-19,DET,0,1
CHC,4,1,0,12,10,2019-09-19,STL,5,1
MIN,8,6,0,11,24,2019-09-19,KC,5,1
CHC,1,9,0,11,11,2019-09-20,STL,2,1
CLE,5,1,2,7,9,2019-09-20,PHI,2,1
NYY,3,2,0,12,14,2019-09-20,TOR,4,1
BAL,5,1,1,5,15,2019-09-20,SEA,3,1
TB,5,3,0,15,10,2019-09-20,BOS,4,1
DET,1,2,0,12,9,2019-09-20,CHW,10,1
CIN,1,6,4,9,10,2019-09-20,NYM,8,1
MIA,4,3,1,6,16,2019-09-20,WSH,6,1
ATL,6,1,0,7,14,2019-09-20,SF,0,1
HOU,6,1,0,11,24,2019-09-21,LAA,4,1
MIL,10,2,1,7,14,2019-09-21,PIT,1,1
MIN,4,3,0,11,10,2019-09-21,KC,3,1
LAD,12,2,3,9,22,2019-09-21,COL,5,1
OAK,8,0,0,7,17,2019-09-21,TEX,0,1
SD,0,7,0,13,3,2019-09-21,ARI,9,1
NYY,7,0,1,15,19,2019-09-21,TOR,2,1
CHC,8,6,0,9,23,2019-09-21,STL,9,1
CIN,3,1,0,12,10,2019-09-21,NYM,2,1
TB,5,2,0,16,18,2019-09-21,BOS,4,1
DET,3,1,0,9,12,2019-09-21,CHW,5,1
MIA,4,6,0,10,11,2019-09-21,WSH,10,1
BAL,6,4,1,10,14,2019-09-21,SEA,7,1
HOU,4,4,0,10,11,2019-09-21,LAA,8,1
MIN,5,3,0,7,15,2019-09-21,KC,12,1
CLE,4,2,1,7,8,2019-09-21,PHI,9,1
MIL,10,1,2,6,18,2019-09-21,PIT,1,1
ATL,8,0,0,6,13,2019-09-21,SF,1,1
SD,2,1,0,9,8,2019-09-22,ARI,4,1
OAK,12,2,0,7,22,2019-09-22,TEX,3,1
LAD,2,3,0,8,9,2019-09-22,COL,4,1
NYY,8,2,0,15,16,2019-09-22,TOR,3,1
BAL,2,1,0,5,7,2019-09-22,SEA,1,1
TB,4,4,0,10,15,2019-09-22,BOS,7,1
DET,6,2,1,11,25,2019-09-22,CHW,3,1
CIN,3,2,0,9,12,2019-09-22,NYM,6,1
MIA,5,7,0,5,16,2019-09-22,WSH,3,1
ATL,1,2,0,8,8,2019-09-22,SF,4,1
HOU,13,6,0,10,32,2019-09-22,LAA,5,1
MIL,4,0,0,14,16,2019-09-22,PIT,3,1
MIN,12,6,0,15,26,2019-09-22,KC,8,1
CHC,2,1,0,14,12,2019-09-22,STL,3,1
OAK,3,1,0,8,18,2019-09-22,TEX,8,1
SD,6,4,0,10,20,2019-09-22,ARI,4,1
LAD,7,1,0,10,24,2019-09-22,COL,4,1
CLE,10,2,0,9,18,2019-09-22,PHI,1,1
WSH,7,4,0,8,20,2019-09-23,PHI,2,1
TOR,11,6,1,11,28,2019-09-23,BAL,10,1
TB,7,5,0,11,19,2019-09-23,BOS,4,1
NYM,4,2,0,6,13,2019-09-23,MIA,8,1
ARI,7,6,0,11,18,2019-09-24,STL,9,1
WSH,4,2,0,7,10,2019-09-24,PHI,1,1
DET,2,3,0,8,9,2019-09-24,MIN,4,1
CIN,2,4,0,12,11,2019-09-24,MIL,4,1
WSH,6,1,0,11,14,2019-09-24,PHI,5,1
PIT,9,4,1,11,15,2019-09-24,CHC,2,1
TOR,4,4,0,11,11,2019-09-24,BAL,11,1
NYM,5,3,1,15,16,2019-09-24,MIA,4,1
TB,2,1,0,13,14,2019-09-24,NYY,1,1
CHW,0,6,0,11,8,2019-09-25,CLE,11,1
TEX,10,4,0,6,22,2019-09-25,BOS,12,1
KC,9,3,0,7,19,2019-09-25,ATL,6,1
ARI,3,4,0,25,19,2019-09-25,STL,2,1
SF,5,11,1,20,18,2019-09-25,COL,8,1
LAA,3,1,0,7,14,2019-09-25,OAK,2,1
SD,3,5,0,8,8,2019-09-25,LAD,6,1
SEA,0,5,0,5,5,2019-09-25,HOU,3,1
ARI,9,4,1,10,14,2019-09-25,STL,7,1
DET,1,3,0,11,4,2019-09-25,MIN,5,1
CIN,2,6,1,8,10,2019-09-25,MIL,9,1
TB,4,5,0,16,16,2019-09-25,NYY,0,1
WSH,5,0,0,11,15,2019-09-25,PHI,2,1
PIT,4,3,0,6,13,2019-09-25,CHC,2,1
TOR,3,5,0,11,14,2019-09-25,BAL,2,1
NYM,10,2,0,10,21,2019-09-25,MIA,3,1
TEX,3,4,1,10,10,2019-09-26,BOS,10,1
CHW,8,5,0,10,21,2019-09-26,CLE,3,1
KC,2,7,0,10,11,2019-09-26,ATL,10,1
SF,2,1,2,11,10,2019-09-26,COL,1,1
LAA,2,3,0,11,11,2019-09-26,OAK,3,1
SD,4,2,0,13,8,2019-09-26,LAD,6,1
SEA,0,0,0,6,2,2019-09-26,HOU,3,1
CIN,3,4,1,14,15,2019-09-26,MIL,5,1
DET,4,3,1,8,18,2019-09-26,MIN,10,1
TEX,7,2,4,10,17,2019-09-26,BOS,5,1
SD,0,2,1,11,4,2019-09-26,LAD,1,1
SF,8,1,0,16,24,2019-09-26,COL,3,1
WSH,6,2,2,15,18,2019-09-26,PHI,3,1
PIT,9,3,1,12,22,2019-09-26,CHC,5,1
NYM,2,0,1,11,6,2019-09-26,MIA,4,1
CHW,8,0,0,10,24,2019-09-27,CLE,0,1
LAA,4,9,1,11,10,2019-09-27,HOU,3,1
SEA,1,5,0,6,5,2019-09-27,OAK,3,1
WSH,8,0,0,8,20,2019-09-27,CLE,2,1
PIT,6,8,0,16,16,2019-09-27,CIN,5,1
PHI,5,0,0,13,17,2019-09-27,MIA,4,1
TOR,2,4,2,12,9,2019-09-27,TB,6,1
NYM,4,1,0,11,18,2019-09-27,ATL,2,1
BOS,1,9,0,6,9,2019-09-27,BAL,4,1
STL,2,7,1,13,12,2019-09-28,CHC,8,1
TEX,7,5,1,11,23,2019-09-28,NYY,14,1
COL,11,6,1,7,22,2019-09-28,MIL,7,1
KC,2,2,0,3,10,2019-09-28,MIN,6,1
ARI,6,2,0,10,11,2019-09-28,SD,3,1
LAA,0,6,0,9,3,2019-09-28,HOU,4,1
SEA,4,6,1,5,11,2019-09-28,OAK,3,1
SF,2,3,1,10,10,2019-09-28,LAD,9,1
BOS,4,4,0,10,15,2019-09-28,BAL,9,1
KC,3,1,1,6,13,2019-09-28,MIN,4,1
TOR,4,6,1,12,15,2019-09-28,TB,1,1
CHW,7,1,1,11,17,2019-09-28,DET,1,1
WSH,10,5,0,12,17,2019-09-28,CLE,7,1
SF,0,1,0,9,7,2019-09-28,LAD,2,1
PHI,9,3,1,8,20,2019-09-28,MIA,3,1
CHW,3,2,0,9,12,2019-09-28,DET,4,1
PIT,2,8,0,7,7,2019-09-28,CIN,4,1
NYM,3,5,0,12,10,2019-09-28,ATL,0,1
STL,6,1,0,7,14,2019-09-28,CHC,8,1
TEX,9,2,5,7,15,2019-09-29,NYY,4,1
ARI,6,3,0,12,13,2019-09-29,SD,5,1
COL,3,2,2,11,22,2019-09-29,MIL,2,1
LAA,3,5,0,9,11,2019-09-29,HOU,6,1
SEA,0,4,1,8,6,2019-09-29,OAK,1,1
BOS,5,2,1,13,15,2019-09-29,BAL,4,1
WSH,8,4,5,8,20,2019-09-29,CLE,2,1
SF,0,9,0,8,3,2019-09-29,LAD,9,1
TEX,6,1,3,13,11,2019-09-29,NYY,1,1
PIT,1,3,0,7,7,2019-09-29,CIN,3,1
PHI,3,0,0,9,20,2019-09-29,MIA,4,1
LAA,5,4,0,7,18,2019-09-29,HOU,8,1
TOR,8,1,2,10,21,2019-09-29,TB,3,1
NYM,7,3,0,13,25,2019-09-29,ATL,6,1
CHW,5,3,0,8,9,2019-09-29,DET,3,1
ARI,1,0,0,7,9,2019-09-29,SD,0,1
SEA,3,4,0,8,12,2019-09-29,OAK,1,1
COL,4,6,3,13,11,2019-09-29,MIL,3,1
STL,9,1,1,7,18,2019-09-29,CHC,0,1
KC,5,0,0,8,17,2019-09-29,MIN,4,1
WSH,4,3,0,11,8,2019-10-02,MIL,3,1
OAK,1,2,0,12,8,2019-10-03,TB,5,1
ATL,6,6,0,5,18,2019-10-03,STL,7,1
LAD,6,3,2,13,13,2019-10-04,WSH,0,1
HOU,6,3,3,10,15,2019-10-04,TB,2,1
ATL,3,0,0,11,12,2019-10-04,STL,0,1
NYY,10,6,3,13,18,2019-10-04,MIN,4,1
LAD,2,2,0,5,10,2019-10-05,WSH,4,1
NYY,8,1,0,14,15,2019-10-05,MIN,2,1
HOU,3,3,0,17,15,2019-10-06,TB,1,1
STL,1,4,0,10,6,2019-10-06,ATL,3,1
WSH,4,7,0,15,9,2019-10-06,LAD,10,1
TB,10,2,0,13,26,2019-10-07,HOU,3,1
STL,5,6,0,10,22,2019-10-07,ATL,4,1
WSH,6,3,0,8,14,2019-10-07,LAD,1,1
MIN,1,1,0,9,14,2019-10-08,NYY,5,1
TB,4,2,0,8,21,2019-10-08,HOU,1,1
ATL,1,5,0,12,10,2019-10-09,STL,13,1
LAD,3,5,2,13,14,2019-10-10,WSH,7,1
HOU,6,2,0,11,15,2019-10-10,TB,1,1
STL,0,5,2,12,1,2019-10-12,WSH,2,1
STL,1,1,1,14,4,2019-10-12,WSH,3,1
HOU,0,2,0,11,3,2019-10-13,NYY,7,1
HOU,3,4,0,12,14,2019-10-14,NYY,2,1
WSH,8,0,0,16,19,2019-10-14,STL,1,1
NYY,1,5,0,10,9,2019-10-15,HOU,4,1
WSH,7,4,0,14,11,2019-10-16,STL,4,1
NYY,3,3,2,6,9,2019-10-18,HOU,8,1
NYY,4,5,0,12,12,2019-10-18,HOU,1,1
HOU,6,4,1,11,13,2019-10-20,NYY,4,1
HOU,4,1,1,8,15,2019-10-23,WSH,5,1
HOU,3,6,0,10,17,2019-10-24,WSH,12,1
WSH,1,3,1,5,13,2019-10-26,HOU,4,1
WSH,1,7,0,7,5,2019-10-27,HOU,8,1
WSH,1,4,0,4,7,2019-10-28,HOU,7,1
HOU,2,3,0,8,12,2019-10-30,WSH,7,1
HOU,2,5,0,3,12,2019-10-31,WSH,6,1
WSH,1,4,0,11,4,2020-07-23,NYY,4,1
LAD,8,0,0,8,19,2020-07-24,SF,1,1
NYM,1,2,0,15,10,2020-07-24,ATL,0,1
CIN,7,3,1,13,16,2020-07-24,DET,1,1
TB,4,3,0,11,11,2020-07-24,TOR,6,1
CHC,3,0,0,9,12,2020-07-24,MIL,0,1
PHI,2,3,0,9,8,2020-07-24,MIA,5,1
CLE,2,2,0,18,7,2020-07-24,KC,0,1
BOS,13,1,0,8,25,2020-07-24,BAL,2,1
TEX,1,6,0,14,7,2020-07-25,COL,0,1
CHW,5,5,0,9,15,2020-07-25,MIN,10,1
STL,5,0,0,6,20,2020-07-25,PIT,4,1
HOU,8,1,0,10,16,2020-07-25,SEA,2,1
SD,7,1,2,7,11,2020-07-25,ARI,2,1
LAD,9,1,1,9,22,2020-07-25,SF,1,1
OAK,7,6,0,8,16,2020-07-25,LAA,3,1
CHC,3,2,0,11,10,2020-07-25,MIL,8,1
BOS,2,2,0,5,12,2020-07-25,BAL,7,1
CHW,10,2,0,5,30,2020-07-25,MIN,3,1
STL,9,2,1,7,16,2020-07-25,PIT,1,1
TB,4,2,0,5,8,2020-07-25,TOR,1,1
PHI,7,3,0,7,19,2020-07-25,MIA,1,1
TEX,2,3,0,9,10,2020-07-25,COL,3,1
HOU,7,3,1,10,17,2020-07-25,SEA,2,1
LAD,4,4,0,13,14,2020-07-25,SF,5,1
NYM,3,1,1,12,12,2020-07-25,ATL,5,1
OAK,1,1,2,6,7,2020-07-25,LAA,4,1
CIN,4,1,1,17,15,2020-07-25,DET,6,1
CLE,2,1,0,7,4,2020-07-25,KC,3,1
WSH,9,2,0,7,27,2020-07-25,NYY,2,1
SD,5,1,2,11,15,2020-07-26,ARI,1,1
PHI,6,4,0,8,21,2020-07-26,MIA,11,1
WSH,2,3,0,12,12,2020-07-26,NYY,3,1
CIN,2,4,1,16,8,2020-07-26,DET,3,1
CLE,9,2,0,15,21,2020-07-26,KC,2,1
TB,6,4,0,11,17,2020-07-26,TOR,5,1
BOS,4,8,0,4,14,2020-07-26,BAL,7,1
CHW,2,4,0,7,11,2020-07-26,MIN,14,1
HOU,6,5,0,7,14,2020-07-26,SEA,7,1
STL,1,3,0,7,6,2020-07-26,PIT,5,1
CHC,9,5,0,8,23,2020-07-26,MIL,1,1
TEX,2,5,0,8,9,2020-07-26,COL,5,1
OAK,6,0,0,4,10,2020-07-26,LAA,4,1
SD,3,7,3,11,10,2020-07-26,ARI,4,1
NYM,1,5,0,6,8,2020-07-26,ATL,14,1
LAD,1,5,1,4,8,2020-07-27,SF,3,1
OAK,3,3,0,12,10,2020-07-27,LAA,0,1
SD,6,3,0,6,13,2020-07-27,ARI,2,1
WSH,1,3,0,9,12,2020-07-27,TOR,4,1
CIN,7,3,1,13,9,2020-07-27,CHC,8,1
TB,14,2,1,19,32,2020-07-27,ATL,5,1
PIT,5,6,0,10,10,2020-07-27,MIL,6,1
DET,6,6,0,6,17,2020-07-27,KC,14,1
HOU,8,6,2,13,19,2020-07-27,SEA,5,1
BOS,4,2,1,12,15,2020-07-27,NYM,7,1
CLE,4,2,0,14,15,2020-07-28,CHW,3,1
WSH,1,2,0,6,6,2020-07-28,TOR,5,1
CIN,5,3,0,10,17,2020-07-28,CHC,8,1
TB,5,4,1,12,7,2020-07-28,ATL,2,1
PIT,8,9,1,8,15,2020-07-28,MIL,6,1
DET,4,0,0,9,13,2020-07-28,KC,3,1
BOS,3,4,0,9,13,2020-07-28,NYM,8,1
CLE,5,0,0,7,11,2020-07-28,CHW,3,1
MIN,6,2,0,9,14,2020-07-29,STL,3,1
TEX,1,5,1,7,6,2020-07-29,ARI,4,1
HOU,2,6,0,5,8,2020-07-29,LAD,5,1
LAA,10,2,0,11,21,2020-07-29,SEA,2,1
OAK,3,3,0,11,8,2020-07-29,COL,8,1
SF,3,1,0,5,9,2020-07-29,SD,5,1
OAK,1,4,1,8,9,2020-07-29,COL,5,1
TEX,7,2,4,12,17,2020-07-29,ARI,4,1
TOR,0,5,1,11,4,2020-07-29,WSH,4,1
CLE,0,1,0,11,6,2020-07-29,CHW,4,1
CIN,12,4,0,14,21,2020-07-29,CHC,7,1
HOU,2,3,2,13,9,2020-07-29,LAD,4,1
PIT,0,5,0,14,1,2020-07-29,MIL,3,1
ATL,7,4,1,9,20,2020-07-29,TB,4,1
DET,5,0,0,6,12,2020-07-29,KC,4,1
NYM,5,4,0,8,23,2020-07-29,BOS,6,1
BAL,3,5,0,12,11,2020-07-29,NYY,9,1
MIN,3,1,0,9,9,2020-07-30,STL,0,1
SF,7,7,1,6,26,2020-07-30,SD,6,1
LAA,7,5,0,9,19,2020-07-30,SEA,10,1
TOR,4,2,0,8,22,2020-07-30,WSH,6,1
BAL,6,3,1,10,15,2020-07-30,NYY,8,1
MIN,0,5,0,7,3,2020-07-30,CLE,2,1
NYM,2,4,2,9,5,2020-07-30,BOS,4,1
ATL,2,1,0,9,3,2020-07-30,TB,1,1
DET,3,0,0,7,17,2020-07-30,KC,5,1
ARI,3,8,0,7,10,2020-07-31,LAD,6,1
LAA,5,5,1,11,12,2020-07-31,SEA,8,1
SF,7,2,0,15,16,2020-07-31,SD,12,1
NYY,5,2,0,9,18,2020-07-31,BOS,1,1
ATL,11,4,3,11,15,2020-07-31,NYM,10,1
DET,7,1,1,8,16,2020-07-31,CIN,2,1
BAL,6,5,1,11,23,2020-07-31,TB,3,1
KC,2,2,1,7,12,2020-08-01,CHW,3,1
COL,7,3,0,7,21,2020-08-01,SD,8,1
MIN,4,3,0,8,18,2020-08-01,CLE,1,1
CHC,6,1,0,8,15,2020-08-01,PIT,3,1
SF,9,4,1,11,18,2020-08-01,TEX,2,1
LAA,6,7,0,5,16,2020-08-01,HOU,9,1
ARI,5,2,0,15,11,2020-08-01,LAD,3,1
SEA,5,4,0,8,12,2020-08-01,OAK,3,1
KC,5,4,0,6,22,2020-08-01,CHW,11,1
LAA,5,4,0,11,12,2020-08-01,HOU,4,1
NYY,5,4,3,12,14,2020-08-01,BOS,2,1
ATL,7,5,1,11,17,2020-08-01,NYM,1,1
MIN,3,3,0,11,15,2020-08-01,CLE,0,1
BAL,5,4,2,10,11,2020-08-01,TB,4,1
ARI,2,4,0,9,6,2020-08-02,LAD,11,1
COL,6,3,1,10,17,2020-08-02,SD,1,1
CHC,4,3,0,13,19,2020-08-02,PIT,3,1
SF,7,4,0,13,9,2020-08-02,TEX,3,1
SEA,2,4,0,15,5,2020-08-02,OAK,3,1
DET,3,3,0,13,6,2020-08-02,CIN,4,1
BAL,5,0,1,10,20,2020-08-02,TB,1,1
ATL,4,5,0,12,13,2020-08-02,NYM,0,1
KC,2,6,0,6,11,2020-08-02,CHW,9,1
MIN,3,2,0,10,12,2020-08-02,CLE,1,1
CHC,2,3,2,7,6,2020-08-02,PIT,1,1
COL,9,2,0,8,22,2020-08-02,SD,6,1
SF,5,7,0,3,17,2020-08-02,TEX,9,1
ARI,0,0,1,9,4,2020-08-02,LAD,3,1
LAA,5,8,2,9,10,2020-08-02,HOU,6,1
SEA,2,5,2,11,8,2020-08-02,OAK,3,1
DET,0,3,0,3,2,2020-08-02,CIN,4,1
NYY,9,1,1,11,20,2020-08-02,BOS,7,1
CIN,3,2,0,14,10,2020-08-03,CLE,2,1
NYY,6,3,1,9,19,2020-08-03,PHI,3,1
ATL,2,8,1,6,11,2020-08-03,NYM,7,1
MIL,4,4,0,12,14,2020-08-04,CHW,6,1
MIN,5,4,0,7,8,2020-08-04,PIT,4,1
CHC,2,3,0,6,8,2020-08-04,KC,0,1
COL,7,1,0,8,18,2020-08-04,SF,6,1
SD,5,2,3,10,19,2020-08-04,LAD,4,1
SEA,1,11,0,9,6,2020-08-04,OAK,11,1
MIN,7,5,1,9,9,2020-08-04,PIT,3,1
CIN,2,6,0,10,11,2020-08-04,CLE,4,1
TB,5,1,1,10,14,2020-08-04,BOS,1,1
WSH,5,4,1,13,17,2020-08-04,NYM,3,1
ATL,10,4,2,6,25,2020-08-04,TOR,1,1
MIL,2,2,1,12,12,2020-08-05,CHW,3,1
CHC,5,0,0,5,19,2020-08-05,KC,4,1
BAL,0,2,1,6,4,2020-08-05,MIA,4,1
COL,5,1,0,9,12,2020-08-05,SF,2,1
ARI,2,4,0,7,9,2020-08-05,HOU,8,1
